Status Info,,,,,,,,,Reference Info,,,,,Pair Info,,,,X INFO,,,,,,,,,,,,,,Y INFO,,,,,,,,,,,,,,Type Info,,,,
Status,RV,UV,Stage,X,Y,T,Confidence,,Book,Ch,Entry,PV,,P.X,P.T,P.Y,,X.status,X.con,X.type,X.key,X.keys,X.int,X.ref,X.group,X.root,X.context,X.mode,X.gen,X.notes,,Y.status,Y.con,Y.type,Y.key,Y.keys,Y.int,Y.ref,Y.group,Y.root,Y.context,Y.mode,Y.gen,Y.notes,,T.type,T.polarity,T.mode,T.tag,T.notes
IP,,,,,,,,,pro,31,10-29,"10,12",,,,,,,,,,,,,,,,,,,,,,,goodness,,,,,,,,,,,correlate? ,,,,"if X specifically about finding/having a virtuous wife, then Y is all ways she ""brings value"" into a relationship; if X is general excellence/virtue, then Y is general;"
IP,,,,,,,,,pro,31,10-29,"10,13",,,,,,,,,,,,,,,,,,,,,,,,"hard work (& others in group), stewardship/diligence (diff from group), provision, wealth/value",,,,,,,,,,correlate? ,,,,"if X specifically about finding/having a virtuous wife, then Y is all ways she ""brings value"" into a relationship; if X is general excellence/virtue, then Y is general;"
IP,,,,,,,,,pro,31,10-29,"10,14",,,,,,,,,,,,,,,,,,,,,,,,,"provision, success/opportunity? (for first part)",,,,,,,,,correlate? ,,,,"if X specifically about finding/having a virtuous wife, then Y is all ways she ""brings value"" into a relationship; if X is general excellence/virtue, then Y is general;"
IP,,,,,,,,,pro,31,10-29,"10,",,,,,,,,,,,,,,,,,,,,,,,,,"discipline/hard work, order/leadership/etc, stewardship/diligence/, serve/help other",,,,,of food ,,,,correlate? ,,,,"if X specifically about finding/having a virtuous wife, then Y is all ways she ""brings value"" into a relationship; if X is general excellence/virtue, then Y is general;"
IP,,,,,,,,,pro,31,10-29,"10,16",,,,,,,,,,,,,,,,,,,,,,,,,"hard work, ""good business"", opportunity, stewardship, success/wealth, prudence/wisdom (in consideration)",,,,,,,,,correlate? ,,,,"if X specifically about finding/having a virtuous wife, then Y is all ways she ""brings value"" into a relationship; if X is general excellence/virtue, then Y is general;"
IP,,,,,,,,,pro,31,10-29,"10,",,,,,,,,,,,,,,,,,,,,,,,,,hard work/strength/girds??? ,,,,,,,,,correlate? ,,,,"if X specifically about finding/having a virtuous wife, then Y is all ways she ""brings value"" into a relationship; if X is general excellence/virtue, then Y is general;"
IP,,,,,,,,,pro,31,10-29,"10,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,correlate? ,,,,"if X specifically about finding/having a virtuous wife, then Y is all ways she ""brings value"" into a relationship; if X is general excellence/virtue, then Y is general;"
IP,,,,,,,,,pro,31,10-29,"10,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,correlate? ,,,,"if X specifically about finding/having a virtuous wife, then Y is all ways she ""brings value"" into a relationship; if X is general excellence/virtue, then Y is general;"
IP,,,,,,,,,pro,31,10-29,"10,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,correlate? ,,,,"if X specifically about finding/having a virtuous wife, then Y is all ways she ""brings value"" into a relationship; if X is general excellence/virtue, then Y is general;"
IP,,,,,,,,,pro,31,10-29,"10,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,correlate? ,,,,"if X specifically about finding/having a virtuous wife, then Y is all ways she ""brings value"" into a relationship; if X is general excellence/virtue, then Y is general;"
R,1.0.0,,,,,,,,pro,31,30-31,30,,,,,,,,,fear of the LORD,"fear of the LORD, reverence",,fear of the LORD,reverence,feareth the LORD,,,woman,CG ,,,,,praise,,,praise,praise/honor/glory,praised,,,,CG,,,,,,
,,,,,,,,,pro,31,30-31,,,,,,,,,,"fear of the LORD or ""works""","fear of the LORD, reverence; ""works"" ",,fear of the LORD,reverence,feareth the LORD,,,woman,IM,,,,,reward,,,,praise/honor/glory,,,,,,,,,,,
